timestamp,sensor_id,temperature,humidity,pressure,status
2024-01-01 00:00:00,4,-0.9379662082232314,0.2597165640299248,-0.6895458453841788,OK
2024-01-01 01:00:00,5,-0.1571709034744572,-0.5831810049478563,-0.5236110753349289,OK
2024-01-01 02:00:00,3,1.4165986811278533,-0.17779435698983417,-0.269905000815778,OK
2024-01-01 03:00:00,5,-1.1644987990402464,-0.7157216449806202,0.007486162299849568,OK
2024-01-01 04:00:00,5,0.9000128855632983,0.4527361022894226,-1.2863008890125698,OK
2024-01-01 05:00:00,2,1.6730073888022707,-1.289951169212477,1.1170072746602275,OK
2024-01-01 06:00:00,3,0.4101212222864655,-1.5412299721176326,-0.9356354619527397,OK
2024-01-01 07:00:00,3,-1.7223500204544262,0.5066054972870616,1.526393442820089,OK
2024-01-01 08:00:00,3,0.2796748067611839,-0.9193937636660408,-0.9080271764230884,OK
2024-01-01 09:00:00,5,-0.12644183233045286,-1.324985368671734,1.2660743210196592,OK
2024-01-01 10:00:00,4,0.4199860208012039,-0.25342212275728887,0.08245674097046242,OK
2024-01-01 11:00:00,3,0.6870984485000017,-1.3913240450710804,-1.4422980629838738,OK
2024-01-01 12:00:00,5,-0.8218611006073909,1.3574381038858163,-0.8339661871323346,OK
2024-01-01 13:00:00,2,-0.8857648640630572,-1.4674606539171295,1.3063170166053737,OK
2024-01-01 14:00:00,4,-0.19554237857378493,0.34536758370653375,0.5133890201670289,OK
2024-01-01 15:00:00,2,-1.0068752105185381,-0.11631989559590583,0.03701205904988808,ERROR
2024-01-01 16:00:00,4,0.10411732137581928,0.6517365651114301,-1.8942466985795654,OK
2024-01-01 17:00:00,5,-0.15859784276495728,-0.47912176511768956,1.3633097484321917,OK
2024-01-01 18:00:00,1,2.5759115752516544,-1.0484127750718317,1.7976631698841865,ERROR
2024-01-01 19:00:00,4,-1.066138820571496,1.6705897976562052,1.632897025342752,OK
2024-01-01 20:00:00,2,-0.8241964222112692,1.2006262113219772,-0.4476147994965234,WARNING
2024-01-01 21:00:00,5,0.37633292755185405,1.2712358771849248,0.4539081452796939,OK
2024-01-01 22:00:00,4,0.8230626563244288,-0.7353071069776937,0.5526751974589896,OK
2024-01-01 23:00:00,1,2.2311776294640775,-1.4305693913119097,-1.271601866049635,OK
2024-01-02 00:00:00,1,1.569880572517249,-0.5609653695098881,0.2711664595237787,WARNING
2024-01-02 01:00:00,3,0.7743124138999204,0.20796223909998796,1.0755897358273385,OK
2024-01-02 02:00:00,3,0.24604183430639237,-0.48405933633168724,0.7986744397473984,ERROR
2024-01-02 03:00:00,2,0.8468795920923105,1.1642396295625401,-0.8955726931307707,OK
2024-01-02 04:00:00,4,-0.6532483044206864,-0.6652879431511463,-0.6710613542837669,WARNING
2024-01-02 05:00:00,4,-0.36042432269535324,1.6160352126278263,0.8222645173689624,OK
2024-01-02 06:00:00,3,-1.521401062386199,-0.05452390224921201,0.6797782830914806,WARNING
2024-01-02 07:00:00,4,-0.27350137909040584,1.2107865453575015,-1.9280275679393042,OK
2024-01-02 08:00:00,4,0.9125915561386356,-0.919044908610592,-2.1108844272225324,OK
2024-01-02 09:00:00,1,-0.25443304690505597,-0.20550713238295615,0.038998954047547704,OK
2024-01-02 10:00:00,3,-0.8162277782648525,0.7421269566988357,-0.42449749892020955,OK
2024-01-02 11:00:00,5,-0.40383906527904834,-1.1032944641266647,-0.1613227261726522,OK
2024-01-02 12:00:00,3,0.6751138705789022,-1.1217357837509414,-0.2633847971968516,OK
2024-01-02 13:00:00,5,-0.3002966007957574,1.6301269350997458,0.9969873380400675,OK
2024-01-02 14:00:00,1,0.8003819433511228,0.7917283864569485,0.20168146372802462,OK
2024-01-02 15:00:00,2,-1.3510758984476923,-1.4232266890004133,0.3498822463948309,WARNING
2024-01-02 16:00:00,4,-0.912053862219212,-0.2467230238767721,-1.1043670919573318,ERROR
2024-01-02 17:00:00,1,-0.5500390347574965,-0.1326095419596136,-2.9306214917366313,OK
2024-01-02 18:00:00,4,1.1673016167195767,0.8885692238424664,1.1230126494699784,WARNING
2024-01-02 19:00:00,2,2.884642268196651,-0.7333038079460109,2.044063552871157,WARNING
2024-01-02 20:00:00,2,-1.1369913986974565,-0.9520832514230176,-0.20132727595005706,OK
2024-01-02 21:00:00,1,0.8650508640703876,-1.2923229445622861,0.3333326588256177,OK
2024-01-02 22:00:00,2,-0.7087344850318769,-0.149730797384867,0.40126341346368777,OK
2024-01-02 23:00:00,5,-0.5571509525161582,0.7059120007164401,1.621403770335961,OK
2024-01-03 00:00:00,2,0.2542679666164067,-1.3669060634788124,0.9111394133395199,OK
2024-01-03 01:00:00,4,-1.4976020051321934,1.4514804835336925,0.5562189808553079,OK
2024-01-03 02:00:00,4,-0.7054272238428155,-0.10356639847462511,0.1583272626225301,WARNING
2024-01-03 03:00:00,4,-0.19149971825664444,-0.7697189014634559,0.1625372807204805,WARNING
2024-01-03 04:00:00,4,-0.887875916402838,-1.249570230378709,-1.1921205230633283,OK
2024-01-03 05:00:00,5,-0.864454817904454,-0.9569098378573778,-0.23827059040902276,OK
2024-01-03 06:00:00,3,1.036115344654586,1.5152799873248697,0.9086261664798667,OK
2024-01-03 07:00:00,1,0.9547453772302474,0.5407284798288886,-0.10297201330903474,OK
2024-01-03 08:00:00,4,-0.48545564638563327,0.14092051572397554,0.1481909134692287,OK
